0,17,111251,4154,7,6,323,1152,2666
1,17,111231,4012,13,5,267,1108,2619
2,17,111273,3870,6,3,242,1026,2593
3,17,111201,3499,3,8,429,837,2222
4,17,111221,3408,8,6,181,869,2344
5,17,111141,3289,5,8,208,1168,1900
6,17,111274,3245,6,12,169,949,2109
7,17,111311,3047,4,7,155,757,2124
8,17,111291,2824,8,5,153,635,2023
9,17,111281,2572,5,5,212,674,1676
10,17,111241,2242,1,9,173,593,1466
11,17,111261,5321,7,24,496,1383,3411
12,17,111123,4437,9,15,1412,905,2096
13,17,111212,3927,11,6,253,1113,2544
14,17,111151,3392,5,4,144,813,2426
15,17,111152,3274,10,5,149,1017,2093
16,17,111262,3237,10,7,283,835,2102
17,17,111181,3207,6,4,213,934,2050
18,17,111131,2936,1,4,289,626,2016
19,17,111121,2851,-,9,149,889,1804
20,17,111301,2660,2,2,122,756,1778
21,17,111161,2479,7,8,134,703,1627
22,17,111191,2299,4,2,181,719,1393
23,17,111142,2031,1,3,106,543,1378
24,17,111171,1652,1,3,115,417,1116
25,18,111261,5196,13,10,523,1317,3333
26,18,111273,4051,6,8,254,1034,2749
27,18,111231,3922,15,6,267,1064,2570
28,18,111201,3569,6,7,396,882,2278
29,18,111221,3338,8,9,181,787,2353
30,18,111151,3222,5,3,145,876,2193
31,18,111262,3183,5,5,315,838,2020
32,18,111181,2863,8,1,169,816,1869
33,18,111291,2743,6,7,135,603,1992
34,18,111311,2725,4,5,173,585,1958
35,18,111131,2543,1,2,285,522,1733
36,18,111301,2459,3,14,111,646,1685
37,18,111142,1787,2,8,102,487,1188
38,18,111123,3913,7,7,1100,969,1830
39,18,111251,3653,9,12,305,1025,2302
40,18,111212,3469,9,3,246,982,2229
41,18,111152,2968,2,4,112,930,1920
42,18,111141,2789,5,1,184,974,1625
43,18,111274,2789,3,7,143,765,1871
44,18,111121,2679,2,11,115,832,1719
45,18,111281,2567,6,6,185,645,1725
46,18,111161,2277,6,2,140,635,1494
47,18,111241,2090,3,7,154,532,1394
48,18,111191,2016,4,3,189,585,1235
49,18,111171,1676,1,3,117,431,1124
50,19,111261,5069,3,6,562,1339,3159
51,19,111231,3787,10,3,239,1068,2467
52,19,111262,3750,5,5,412,1118,2210
53,19,111201,3170,2,2,417,917,1832
54,19,111181,3000,3,1,162,977,1857
55,19,111274,2955,5,14,155,907,1874
56,19,111152,2818,6,9,143,827,1833
57,19,111121,2804,1,5,115,1050,1633
58,19,111131,2611,3,4,237,544,1823
59,19,111161,2323,3,3,130,731,1456
60,19,111301,2124,6,2,112,634,1370
61,19,111191,2020,1,5,154,600,1260
62,19,111142,1838,5,10,96,511,1216
63,19,111171,1497,1,5,83,394,1014
64,19,111123,4117,5,8,1143,1069,1892
65,19,111251,3810,10,11,335,1085,2369
66,19,111273,3799,8,10,230,1016,2535
67,19,111212,3543,9,4,257,1077,2196
68,19,111221,3291,9,4,165,965,2148
69,19,111151,3138,10,5,108,908,2107
70,19,111291,3023,6,2,145,664,2206
71,19,111311,2964,4,3,158,681,2118
72,19,111141,2816,5,5,213,1008,1585
73,19,111281,2343,6,6,126,615,1590
74,19,111241,2195,2,1,110,579,1503
